Lon,Lat,Lon2,Lat2
20.9988951,52.294457,20.9902985,52.3025081
20.8767308,52.2871996,20.8755168,52.2773433
21.036869,52.300591,21.051733,52.304268
20.950003,52.255344,20.957476,52.246635
21.0763117,52.2214183,21.0830233,52.221
21.1702013,52.2427216,21.1619376,52.2411515
21.014439,52.2623037,21.0062447,52.2598442
21.0621733,52.2921255,21.0536801,52.29233
21.1986955,51.9894018,21.1910395,51.992908
21.2589154,52.2400252,21.2542289,52.2350254
20.860532,52.2690055,20.864863,52.2742475
21.1439154,52.2485875,21.1513619,52.2526392
21.2655067,52.2061829,21.260966,52.2110382
21.0920283,52.2139683,21.09854,52.2180449
21.0171167,52.16416,21.0173183,52.1572067
21.0329931,52.2213648,21.0272328,52.2198682
20.9466045,52.4019665,20.9407858,52.3973665
21.017784,52.156189,21.017633,52.16193
21.148808,52.180389,21.153318,52.175564
20.992447,52.325619,20.9963,52.320549
20.937094167,52.069888833,20.947431833,52.069002333
21.0830233,52.221,21.0965833,52.2177417
21.2542289,52.2350254,21.2456966,52.2277887
21.1159296,52.067935,21.1138395,52.0593746
21.1743406,52.0499465,21.1762349,52.058925
20.984211,52.282001,20.996994,52.287918
20.9916581,52.216332,21.0055965,52.2171933
21.017176,52.163706,21.017413,52.153158
20.986716,52.15844,20.9854013,52.167231
21.017633,52.16193,21.019279,52.170723
20.887218,52.28577,20.9004,52.283863
21.1838966,51.9961861,21.174247,52.0006308
20.978399,52.279289,20.987553,52.2836
21.0481924,52.2252489,21.0374504,52.2224946
21.2087117,52.2471939,21.2217722,52.2462574
20.987553,52.2836,20.996868,52.287865
20.992018,52.285969,20.98159,52.281219
21.040138,52.3014701,21.0523744,52.3044034
20.924521,52.193469,20.916146,52.189016
21.0876247,52.3020254,21.0817596,52.2947971
21.0176336,52.1576471,21.0172185,52.166679
21.03864,52.2226717,21.0492233,52.22532
21.141932,52.277078,21.1436388,52.2685798
20.882505,52.313713,20.883425,52.306923
20.9778,52.279404,20.96678,52.273514
20.986155,52.282993,20.997196,52.28801
21.2606496,52.0868153,21.2648151,52.0955181
21.170761,52.0022186,21.159987,52.0071685
20.9307937,52.1680063,20.9174557,52.1719405
21.0554782,52.2267361,21.0408009,52.2236755
21.06683,52.2027216,21.0832853,52.2065828
21.004705,52.2205883,21.006488,52.212066
20.843937,52.29229,20.82863,52.290836
20.9980951,52.2886691,20.989157,52.2846686
21.159987,52.0071685,21.1495231,52.0119871
20.978937,52.27961,20.987629,52.283642
20.904923,52.186008,20.895991,52.183431
20.9904585,52.3021559,20.997186,52.2957876
21.0832853,52.2065828,21.0901166,52.2127635
21.1283117,52.23269,21.1383267,52.2292083
21.010754,52.280643,21.004896,52.28846
21.000303,52.293388,20.993532,52.299599
21.0686423,52.4397363,21.083813,52.438802
20.9843966,52.3899713,20.9986661,52.3858563
20.9098981,52.3083221,20.902421,52.2984733
20.989157,52.2846686,20.9782935,52.2796378
20.9123843,52.1743828,20.908392,52.1667299
21.062275,52.228302,21.074308,52.232269
20.987629,52.283642,20.997763,52.28825
21.254448,52.218156,21.260809,52.211258
21.0651333,52.2290183,21.076778,52.233769
21.017226,52.16257,21.017448,52.1524
21.0178533,52.1586433,21.0189233,52.16939
21.083813,52.438802,21.0962978,52.4376171
21.050301,52.304451,21.035205,52.300583
20.908392,52.1667299,20.9014918,52.1572435
20.8316991,52.2696698,20.8346878,52.277127
21.056404,52.226826,21.0431805,52.2241951
20.8716289,52.0649219,20.8744846,52.072221
21.1214192,52.2325292,21.1123338,52.2272998
20.7033184,52.3739856,20.7154325,52.3734164
21.143336,52.22704,21.151586,52.226199
21.1247382,52.2618867,21.1202537,52.2685692
21.1393138,52.2512185,21.1421226,52.258075
21.246663,52.518566,21.2444611,52.5117871
21.096953,52.127621,21.100112,52.134309
20.954269,52.253532,20.952196,52.260536
21.0035285,52.3839458,21.012715,52.3885213
21.12411,52.1905767,21.1312817,52.1848633
20.9014918,52.1572435,20.8912715,52.1483938
21.005836,52.246681,21.018553,52.247795
21.001457,52.292252,20.994965,52.298176
21.1541155,52.0693089,21.1517713,52.0774649
20.913967,52.212814,20.916458,52.219746
20.8744846,52.072221,20.8772657,52.0793019
21.1123338,52.2272998,21.1042243,52.2223018
21.264555,52.207136,21.269036,52.202628
21.0893325,52.1311083,21.0945166,52.1308893
21.042014,52.223883,21.054945,52.22657
21.1312817,52.1848633,21.1395483,52.178685
21.039164,52.222904,21.052446,52.22596
20.9631181,52.311797,20.9501507,52.3061235
20.81987,52.266212,20.809351,52.27261
20.8912715,52.1483938,20.8816602,52.1385053
21.018553,52.247795,21.030275,52.252827
20.9905,52.3021,20.998028,52.294937
20.930845,52.2915,20.936985,52.299622
21.093748,52.235096,21.106817,52.233665
20.876131,52.179519,20.86502,52.175578
21.18058,52.191818,21.173439,52.19894
21.1918859,52.2477524,21.2053247,52.2473954
21.2470325,52.510927,21.2615713,52.5131676
21.038807,52.352001,21.046949,52.341824
21.097826,52.140631,21.092664,52.148678
21.018633,52.112545,21.018463,52.121712
21.017125,52.3844951,21.0262713,52.3803965
21.0661567,52.170175,21.054556,52.17284
21.2433733,52.2253433,21.2493367,52.23084
21.1180228,52.0264608,21.1092081,52.0304818
20.8816602,52.1385053,20.877291,52.1279477
20.936985,52.299622,20.949646,52.305729
20.7736792,52.2562732,20.7852759,52.2554426
21.061949,52.306622,21.074589,52.307114
20.8793822,52.0847229,20.8827799,52.0933782
21.2053247,52.2473954,21.2170534,52.2464782
21.164805,52.225746,21.179134,52.225308
21.0555997,52.2267582,21.0443675,52.2244782
21.1138013,52.2278658,21.1262493,52.2327568
21.1651367,52.2257,21.177745,52.2252533
21.017733,52.168186,21.01721,52.161507
20.95241,52.261917,20.953438,52.254246
20.995594,52.274361,20.99131,52.281979
21.070433,52.202972,21.084011,52.207165
21.1092081,52.0304818,21.0968031,52.0361758
20.877291,52.1279477,20.8680642,52.1193223
20.949646,52.305729,20.965517,52.312595
20.7346589,52.3762792,20.7376479,52.3852602
21.1288662,52.2330754,21.1407745,52.2281224
21.179134,52.225308,21.184366,52.225131
21.1435222,52.2715867,21.1411161,52.2820704
21.2154144,52.2240799,21.2006609,52.2246059
21.2704758,52.51536,21.2854331,52.5133961
21.0176895,52.1568318,21.0179038,52.1663411
21.1226517,52.2326,21.1360983,52.23019
21.177745,52.2252533,21.19806,52.2245383
20.9217008,52.380364,20.9313401,52.3743213
21.01721,52.161507,21.017374,52.153217
21.084011,52.207165,21.089426,52.212322
21.049759,52.255771,21.044886,52.254513
20.9062051,52.3028306,20.9104653,52.3086536
21.0159264,52.1668525,21.0254997,52.1660176
21.1341291,52.2409586,21.1297186,52.2366871
21.0483878,52.2605855,21.0565631,52.2643406
20.9376281,52.0010728,20.9413375,52.0060825
21.0968031,52.0361758,21.0893098,52.0395825
20.8680642,52.1193223,20.8590615,52.1152121
20.965517,52.312595,20.974583,52.31572
21.1135898,52.0584755,21.1138425,52.0591581
21.0901862,52.2129594,21.0847709,52.2081421
21.184366,52.225131,21.205586,52.224343
21.0392621,52.2229371,21.0485709,52.2251677
21.2006609,52.2246059,21.1919099,52.2249129
21.0733575,52.2317318,21.0784818,52.2350828
21.0179038,52.1663411,21.0196086,52.1717405
21.0987483,52.1392483,21.094855,52.1452283
21.018201,52.118006,21.018341,52.112819
21.096186,52.125003,21.097944,52.129959
21.19806,52.2245383,21.2063867,52.2242467
21.053732,52.1988209,21.0625579,52.2020385
21.047289,52.33411,21.047857,52.328308
21.033152,52.239294,21.0228836,52.2456011
20.962179,52.269764,20.968201,52.273861
20.965126,52.236614,20.969257,52.224915
20.996859,52.253448,20.99247,52.262321
20.988071,52.224319,20.980822,52.216515
20.932354,52.306416,20.915287,52.311584
21.038427,52.153839,21.049906,52.158619
20.923258,52.276512,20.929569,52.2855
20.8590615,52.1152121,20.8101084,52.0921618
21.2222367,52.223873,21.1683909,52.2256833
20.7406321,52.3873002,20.7538569,52.3835369
20.999702,52.293789,20.988317,52.303146
21.029799,52.315521,21.039679,52.326496
21.051645,52.27655,21.064451,52.273369
21.048073,52.327438,21.032446,52.323002
21.218565,52.182484,21.20377,52.182968
20.934088,52.289162,20.94632,52.293705
21.021263,52.333794,21.001425,52.336578
21.057476,52.320141,21.048443,52.326626
20.935913,52.330662,20.943636,52.339226
20.98856,52.266376,20.995644,52.258156
20.94664,52.268265,20.957895,52.260372
20.958981,52.267574,20.976168,52.266159
21.01811,52.291946,21.002897,52.290707
20.882513,52.286453,20.8615,52.289005
20.923223,52.312263,20.937979,52.302696
20.932819,52.288349,20.923132,52.280201
21.0179935,52.1541501,21.017559,52.163163
21.3354468,52.1374765,21.3256006,52.1448998
20.9805384,52.2804377,20.9942751,52.2867132
20.996058,52.287849,20.984644,52.282558
20.8226979,52.2119179,20.83667,52.213947
20.7538569,52.3835369,20.7685822,52.3788582
